Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,V18,OWS,DWS,WS,WS/48,V23,OBPM,DBPM,BPM,VORP,URL,Team,Season
3,Jimmy O'Brien,24,79,2036,10.1,0.467,0.065,0.27,2.3,6.5,4.4,25.9,2,0,24.6,14.7,NA,-0.5,0.6,0.2,0.004,NA,-2.6,-1,-3.6,-0.8,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
4,Tim Bassett,23,72,1998,11.4,0.492,0.008,0.282,10,15.5,12.7,7.1,1,0.9,14.3,13.1,NA,1.3,1.1,2.4,0.057,NA,-1.1,-0.7,-1.8,0.1,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
5,Travis Grant,25,53,1998,19.5,0.578,0.002,0.206,5.6,10.3,7.9,7.5,1,0.5,9.3,24.5,NA,5,0.6,5.6,0.134,NA,2.8,-1.4,1.5,1.7,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
6,Warren Jabali,28,62,1861,13.9,0.501,0.298,0.35,3.7,9.7,6.7,23.8,2.7,0.5,19.7,19.3,NA,0.8,1.3,2.1,0.054,NA,-0.4,0.5,0,1,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
7,Lee Davis,29,75,1838,17,0.552,0.022,0.231,9.2,16.7,12.9,8.2,1,1.1,10.2,18.8,NA,3.5,1.1,4.6,0.12,NA,1.1,-0.8,0.4,1.1,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
8,George Adams,25,75,1605,13.9,0.526,0.005,0.138,6.8,13,9.8,10.5,1.2,1.1,13.8,18.4,NA,1.4,0.8,2.3,0.068,NA,-0.6,-0.4,-1,0.4,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
9,Scott English,24,71,1316,12.4,0.46,0.02,0.18,9.4,17.3,13.3,8.5,1.6,0.8,14.2,18.2,NA,0,1,1,0.038,NA,-1.7,-0.7,-2.3,-0.1,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
10,Billy Harris,23,76,1221,10.5,0.431,0.11,0.145,4.5,5.1,4.8,12.5,2,0.2,10.1,24.7,NA,-0.8,0.4,-0.4,-0.016,NA,-3.4,-1.3,-4.7,-0.8,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
11,Stew Johnson,30,9,253,13.1,0.438,0.071,0.029,4.1,15.5,9.7,10.8,1.1,1,9,28.8,NA,-0.2,0.1,-0.1,-0.016,NA,-2.1,-1.4,-3.5,-0.1,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
12,Bob Nash,24,17,175,8.3,0.39,0.026,0.231,10.9,19.6,15.2,8.7,1,0.6,15.7,22.4,NA,-0.3,0.1,-0.2,-0.046,NA,-4.8,-1.3,-6.1,-0.2,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
13,Art Williams,35,7,89,10.3,0.667,0,0,3.2,9.9,6.5,26.3,3.6,0,45.5,9.5,NA,0,0.1,0.1,0.043,NA,-3.7,1,-2.7,0,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
14,Greg Lee,23,5,63,11.4,0.567,0,0.133,1.5,3.1,2.3,25.3,2.9,0,27.4,13.4,NA,0,0,0.1,0.041,NA,-3.1,0.2,-2.9,0,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
15,Reggie Royals,24,2,11,6.5,0.5,0,0,0,0,0,0,0,0,0,14,NA,0,0,0,0.016,NA,-4.3,-0.2,-4.6,0,https://www.basketball-reference.com/teams/SDA/1975.html,SDA,1974-1975
1,Bob Verga,24,82,3411,19.1,0.506,0.108,0.285,NA,NA,5.9,14.1,NA,NA,12.3,28.4,NA,4.9,3.3,8.2,0.116,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
2,Gene Littles,26,82,2832,14.2,0.552,0.004,0.311,NA,NA,6.8,14,NA,NA,14.5,14.6,NA,4.6,3.1,7.7,0.13,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
3,Doug Moe,31,80,2671,16.6,0.483,0.027,0.318,NA,NA,7.6,24.3,NA,NA,15.6,24.1,NA,1.6,3.6,5.2,0.093,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
4,Randy Mahaffey,24,84,2558,11.7,0.491,0.005,0.345,NA,NA,12.4,9,NA,NA,20.2,17.6,NA,1.3,3.4,4.7,0.088,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
5,George Peeples,26,83,2220,13,0.467,0.01,0.462,NA,NA,14.4,7.6,NA,NA,15,16.5,NA,0.1,3.1,3.2,0.069,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
6,Rich Niemann,23,63,1466,17.8,0.519,0,0.319,NA,NA,17.9,9,NA,NA,17.1,21.4,NA,2,2.4,4.4,0.144,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
7,Larry Miller,23,59,1383,14,0.485,0.071,0.386,NA,NA,9,10.4,NA,NA,12.2,18.7,NA,0.6,1.6,2.2,0.077,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
8,Calvin Fowler,29,78,1234,9.1,0.504,0.059,0.413,NA,NA,6.4,13.6,NA,NA,18.4,12.9,NA,0.8,1.3,2.1,0.082,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
9,Hank Whitney,30,59,981,12.8,0.449,0,0.218,NA,NA,17.6,8.4,NA,NA,15.3,20.2,NA,-0.4,1.6,1.1,0.056,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
10,Bill Bunting,22,57,701,11.2,0.46,0,0.427,NA,NA,11.2,6.7,NA,NA,14,18.6,NA,-0.1,0.8,0.7,0.049,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
11,Steve Kramer,25,51,447,9.4,0.556,0.019,0.804,NA,NA,5.4,11.7,NA,NA,22.5,15.9,NA,0.8,0.4,1.2,0.127,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
12,Ron Perry,26,19,221,11.6,0.484,0.097,0.417,NA,NA,3.8,12.2,NA,NA,13.5,24.3,NA,0.1,0.2,0.3,0.067,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
13,George Sutor,26,11,135,3.4,0.326,0.024,0.366,NA,NA,17.6,1.9,NA,NA,18.8,16.5,NA,-0.4,0.2,-0.2,-0.065,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1970.html,CAR,1969-1970
1,Joe Caldwell,29,72,3008,15,0.475,0.02,0.354,NA,NA,7.4,14,NA,NA,12.4,24.3,NA,0.2,2,2.3,0.036,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
2,George Lehmann,28,83,2918,13.9,0.554,0.322,0.216,NA,NA,3.2,21,NA,NA,19.2,20,NA,5.5,1.8,7.3,0.12,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
3,Randy Mahaffey,25,83,2353,12.2,0.517,0.01,0.302,NA,NA,11.9,6.3,NA,NA,15.9,16.4,NA,2,1.7,3.7,0.075,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
4,George Peeples,27,82,2220,14.5,0.519,0.001,0.433,NA,NA,15.8,6.4,NA,NA,17.3,18.2,NA,2.1,2,4.1,0.089,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
5,Larry Miller,24,77,2140,14.6,0.513,0.077,0.342,NA,NA,9.7,10.1,NA,NA,12.4,17.7,NA,1.9,1.5,3.4,0.076,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
6,Bob Verga,25,75,2009,19.2,0.509,0.037,0.349,NA,NA,6.3,13.6,NA,NA,10.6,28,NA,2.5,1.2,3.8,0.09,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
7,Frank Card,26,63,1795,11.9,0.503,0.008,0.462,NA,NA,11.3,7.9,NA,NA,17.2,18.9,NA,1.2,1.3,2.5,0.067,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
8,Gene Littles,27,70,1495,11.8,0.493,0.028,0.335,NA,NA,6.2,14.6,NA,NA,12.2,15.9,NA,0.7,1,1.6,0.053,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
9,Ira Harge,29,29,892,11.5,0.468,0.003,0.284,NA,NA,17.2,8,NA,NA,22.1,16.9,NA,-0.1,0.9,0.8,0.042,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
10,Dave Newmark,24,31,457,14.7,0.497,0,0.287,NA,NA,15.6,8.5,NA,NA,14.8,21.9,NA,0.3,0.4,0.7,0.073,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
11,Rich Johnson,24,25,395,13.4,0.5,0,0.272,NA,NA,12.6,3.6,NA,NA,6.6,16.6,NA,0.2,0.3,0.5,0.061,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
12,Vann Williford,23,38,295,13.3,0.47,0.064,0.262,NA,NA,10.5,7,NA,NA,11.8,21.9,NA,0,0.2,0.2,0.029,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
13,Chuck Lloyd,23,14,118,17.4,0.514,0,0.588,NA,NA,9.6,6.8,NA,NA,3,20.3,NA,0.1,0.1,0.2,0.085,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
14,Gary Bradds,28,7,114,8.2,0.416,0.022,0.4,NA,NA,16.3,2.2,NA,NA,18.5,20.6,NA,-0.2,0.1,-0.1,-0.025,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
15,Arvesta Kelly,25,5,45,-1.7,0.608,0,1,NA,NA,1,0,NA,NA,41,15.7,NA,0.1,0,0.1,0.093,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
16,Mack Daughtry,24,4,43,11.9,0.533,0,0.5,NA,NA,5.3,8.2,NA,NA,0,10.3,NA,0,0,0.1,0.068,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
17,Lonnie Kluttz,25,3,8,-8.8,0,0,0,NA,NA,28.3,0,NA,NA,0,18.1,NA,-0.1,0,-0.1,-0.511,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1971.html,CAR,1970-1971
1,Larry Miller,25,83,3199,14.1,0.528,0.038,0.405,4.9,6.7,5.8,9.6,NA,NA,11.7,18.9,NA,3.9,2.3,6.2,0.093,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
2,Jim McDaniels,23,58,2172,24.1,0.547,0,0.254,10.1,25.1,17.3,7,NA,NA,10.5,26.9,NA,5.1,2.7,7.8,0.171,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
3,Joe Caldwell,30,61,2145,13.9,0.486,0.022,0.345,6.5,8.4,7.4,16.3,NA,NA,13.4,21.1,NA,0.5,2,2.5,0.057,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
4,Gene Littles,28,69,2006,13,0.525,0.043,0.392,5.4,7.4,6.3,14.7,NA,NA,12.8,14.9,NA,1.9,1.8,3.6,0.087,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
5,Ed Manning,28,77,1648,10.4,0.502,0.006,0.228,6.3,19,12.3,4.4,NA,NA,13.1,14.1,NA,0.7,1.6,2.2,0.065,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
6,George Lehmann,29,38,1399,13.8,0.61,0.285,0.31,1,3.8,2.3,26.8,NA,NA,25.2,17.6,NA,3.6,1.3,5,0.17,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
7,Warren Davis,28,41,1348,13.3,0.52,0.002,0.351,8.9,16.8,12.7,9.4,NA,NA,17.5,17.8,NA,1.2,1.4,2.6,0.094,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
8,Wendell Ladner,23,43,1183,12,0.428,0.238,0.108,7.9,26,16.5,9.8,NA,NA,12.8,21.8,NA,-1.6,1.5,-0.1,-0.004,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
9,Stew Johnson,27,50,1125,15.2,0.458,0.061,0.111,7.1,15.6,11.2,9.4,NA,NA,8.8,24.8,NA,-0.8,1.1,0.3,0.015,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
10,Ted McClain,25,64,900,7.6,0.439,0.128,0.342,4.3,8.2,6.2,17.1,NA,NA,19.5,24.3,NA,-1,0.8,-0.1,-0.007,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
11,George Carter,28,29,738,19.4,0.556,0.006,0.53,6.1,13.1,9.4,4.7,NA,NA,10.4,24,NA,1.8,0.6,2.4,0.154,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
12,Randy Denton,22,39,710,15.3,0.458,0.003,0.162,12.2,22,16.9,6.3,NA,NA,12.1,21.4,NA,-0.4,0.9,0.5,0.031,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
13,Bob Warren,25,37,501,9.4,0.499,0.102,0.293,3.4,6.7,5,11.5,NA,NA,15.3,16.4,NA,0.2,0.4,0.6,0.057,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
14,Tom Owens,22,31,501,18.6,0.549,0.016,0.451,13.6,22,17.6,5.6,NA,NA,12.2,19.4,NA,0.9,0.6,1.5,0.142,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
15,George Stone,25,16,239,7.2,0.436,0.067,0.227,2.2,13.3,7.5,10.6,NA,NA,16.2,15.2,NA,-0.2,0.2,0,0.006,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
16,Wayne Hightower,32,13,141,13.4,0.438,0.031,0.563,10.7,17.8,14.1,9.7,NA,NA,13.1,24,NA,-0.2,0.2,0,-0.001,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
17,Frank Card,27,9,141,3,0.322,0.021,0.521,7.5,11,9.2,5.7,NA,NA,13.2,17.8,NA,-0.5,0.1,-0.4,-0.125,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
18,Bob Verga,26,8,127,6.7,0.456,0.169,0.22,3.5,2.3,2.9,10.3,NA,NA,15.6,22.3,NA,-0.1,0.1,0,0.001,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
19,Ron Dorsey,23,1,12,-3,0.225,0.125,0.25,14.7,24.1,19.2,0,NA,NA,10.1,30.3,NA,-0.1,0,-0.1,-0.421,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1972.html,CAR,1971-1972
1,Billy Cunningham,29,84,3248,24.7,0.549,0.031,0.378,7.6,24.5,16,23.2,2.9,NA,17.1,25.8,NA,6.5,5.4,11.9,0.176,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
2,Joe Caldwell,31,77,2739,15.7,0.495,0.005,0.362,7.1,7.8,7.4,17.4,2.7,NA,16,21.2,NA,0.7,2.9,3.7,0.064,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
3,Mack Calvin,25,84,2228,19.6,0.611,0.03,0.617,4.5,5.5,5,18.6,NA,NA,17.1,24.4,NA,8.3,2.1,10.4,0.224,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
4,Tom Owens,23,83,2209,14.3,0.575,0.003,0.391,10.7,19.5,15,5.6,NA,NA,16.9,17.5,NA,4.1,2.8,6.9,0.15,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
5,Gene Littles,29,84,2060,15.8,0.553,0.048,0.395,5.2,7.9,6.5,15,2.6,NA,14.6,15.6,NA,2.7,2.1,4.8,0.111,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
6,Ted McClain,26,84,1816,15,0.541,0.037,0.313,6.1,8.8,7.5,16.3,2.9,NA,20,19.2,NA,2.3,1.9,4.2,0.112,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
7,Steve Jones,30,67,1670,12.7,0.55,0.04,0.256,3.1,7.9,5.5,6.9,NA,NA,12.4,19.9,NA,2.7,1.2,4,0.114,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
8,Ed Manning,29,83,1631,10,0.499,0.002,0.152,6.9,17.9,12.4,5,NA,NA,12.4,15.6,NA,0.4,1.8,2.2,0.066,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
9,Dennis Wuycik,22,83,973,7.4,0.501,0.012,0.328,7.3,11.7,9.5,10.3,NA,NA,23.6,19.1,NA,0.3,1,1.4,0.067,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
10,Roger Brown,22,62,579,6.5,0.482,0,0.395,11,20.7,15.8,5.1,NA,NA,23.3,12.8,NA,0,0.8,0.7,0.061,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
11,Mike Lewis,26,15,430,14.2,0.551,0,0.345,10.5,18.7,14.6,11.9,NA,NA,16.5,14.4,NA,0.5,0.6,1.1,0.122,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
12,Bob Warren,26,17,353,12.7,0.593,0,0.566,7.6,11.4,9.5,7.9,NA,NA,20,17.6,NA,0.8,0.4,1.1,0.154,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
13,Steve Previs,22,30,147,6.3,0.413,0.133,0.25,4.2,5.6,4.9,20.8,NA,NA,16.3,20.4,NA,-0.3,0.2,-0.1,-0.035,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
14,Ira Harge,31,4,77,-2.7,0.304,0,0.222,9.3,21.4,15.4,4.4,NA,NA,35.8,15,NA,-0.2,0.1,-0.1,-0.06,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/CAR/1973.html,CAR,1972-1973
1,Joe Caldwell,32,79,2654,14.9,0.498,0.017,0.251,7,9.4,8.2,18.2,3,0.7,17.5,20.4,NA,1.4,3,4.4,0.079,NA,0.6,0.5,1.2,2.1,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
2,Mack Calvin,26,83,2592,18.5,0.565,0.04,0.519,3.2,6.8,5,18.6,2.4,0.2,15,23.6,NA,6.7,2.2,8.8,0.163,NA,2.1,-0.3,1.8,2.4,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
3,Ted McClain,27,84,2582,16.5,0.541,0.031,0.373,4.9,9.8,7.3,18,4.5,0.5,19.1,19.1,NA,3,3.9,7,0.129,NA,0.1,2.6,2.7,3.1,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
4,Jim Chones,24,83,2387,16.7,0.543,0.002,0.248,8.4,20.2,14.3,7.2,1.1,3.1,15.4,21.9,NA,2.6,3.2,5.8,0.117,NA,-0.3,-0.1,-0.4,0.9,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
5,Tom Owens,24,81,2284,18,0.574,0.007,0.349,13.8,19.4,16.6,7.7,1.1,1,15,19.6,NA,5.4,2.5,8,0.168,NA,1.7,-1.4,0.3,1.3,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
6,Gene Littles,30,84,2017,13.7,0.507,0.037,0.257,4.5,7.6,6.1,18.1,2.4,0.5,14.9,15.9,NA,2.4,1.8,4.2,0.1,NA,0.5,0.5,1,1.5,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
7,Ed Manning,30,82,1816,13.4,0.521,0.003,0.166,6.1,15.5,10.8,7.4,2.4,0.5,12.7,16.2,NA,2,2.2,4.3,0.113,NA,-0.4,0.4,0,0.9,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
8,Billy Cunningham,30,32,1190,19.7,0.53,0.015,0.348,7.6,21.9,14.7,18,2.3,1,17,24.6,NA,1.7,1.8,3.5,0.141,NA,2.4,0.6,3,1.5,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
9,Marv Roberts,24,39,954,15.6,0.494,0,0.283,11.3,15.3,13.3,10.6,1.7,0.3,11.4,18.8,NA,1.6,1,2.5,0.127,NA,1.5,-1,0.4,0.6,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
10,Steve Jones,31,44,935,8.3,0.468,0.019,0.162,3.4,7.4,5.4,8.2,0.6,0.5,14.4,19.2,NA,-0.2,0.4,0.3,0.013,NA,-2.7,-2.2,-4.9,-0.7,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
11,Dennis Wuycik,23,49,492,13.1,0.509,0.011,0.405,10.9,11.9,11.4,8.6,1.5,0.5,15.2,21,NA,0.5,0.4,0.9,0.092,NA,-1.3,-1.4,-2.6,-0.1,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
12,Ollie Taylor,26,23,443,10.7,0.515,0.024,0.563,6.9,10.8,8.8,12.6,1.8,0.8,23.8,18.3,NA,0,0.4,0.4,0.043,NA,-1.5,-0.6,-2.1,0,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
13,Mike Lewis,27,3,14,8.8,0.375,0,0,22.5,15.2,18.9,0,0,0,11.1,25.2,NA,0,0,0,-0.025,NA,-4.4,-0.6,-5,0,https://www.basketball-reference.com/teams/CAR/1974.html,CAR,1973-1974
1,Larry Jones,25,76,3085,21.3,0.509,0.03,0.485,NA,NA,9.1,13.8,NA,NA,11.9,24.3,NA,6.9,4.9,11.8,0.184,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
2,Willie Murrell,26,71,2495,18.5,0.497,0.01,0.221,NA,NA,11.9,4.1,NA,NA,9,19.9,NA,3.6,3.5,7,0.135,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
3,Wayne Hightower,28,74,2459,17.7,0.47,0.005,0.482,NA,NA,10.2,8.9,NA,NA,10.8,24,NA,2.1,3.6,5.8,0.112,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
4,Grant Simmons,24,78,2264,10.6,0.485,0.032,0.429,NA,NA,5,11.5,NA,NA,15.8,16.5,NA,2.2,2.8,5,0.106,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
5,Byron Beck,23,71,1623,18.6,0.523,0.004,0.279,NA,NA,16.1,3.6,NA,NA,10.1,16.9,NA,2.9,2.7,5.7,0.168,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
6,Tom Hoover,27,70,1588,9.8,0.507,0.028,0.577,NA,NA,14.5,5.5,NA,NA,23.7,14.2,NA,1.7,2.7,4.4,0.132,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
7,Julian Hammond,24,74,1364,17.5,0.537,0,0.456,NA,NA,11.2,6.8,NA,NA,15.1,18.3,NA,3.1,2,5.1,0.179,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
8,Tommie Bowens,27,67,1287,9.7,0.416,0.004,0.199,NA,NA,13.6,4.6,NA,NA,14.4,17.2,NA,-0.9,2,1.1,0.042,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
9,Lonnie Wright,23,38,896,13,0.467,0.026,0.35,NA,NA,5,11.4,NA,NA,9.7,19,NA,0.6,1.1,1.7,0.091,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
10,Willis Thomas,NA,24,542,13.2,0.461,0.007,0.105,NA,NA,5,8,NA,NA,13.8,26.3,NA,0.3,0.6,0.8,0.075,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
11,Chuck Gardner,23,42,487,10.4,0.47,0.023,0.451,NA,NA,13.1,3.9,NA,NA,19.9,20.7,NA,0.3,0.7,1,0.101,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
12,Jeff Congdon,24,41,398,6.9,0.394,0.157,0.131,NA,NA,4,22.5,NA,NA,19.8,24.4,NA,-0.6,0.7,0.1,0.012,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
13,Richie Moore,NA,18,211,3,0.414,0.028,0.394,NA,NA,4.2,5.3,NA,NA,22.4,19.6,NA,-0.2,0.2,0,0.01,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
14,John Morrison,22,9,76,0.1,0.356,0.176,0.265,NA,NA,5.5,13.2,NA,NA,19.2,23.8,NA,-0.2,0.1,-0.1,-0.058,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
15,R.B. Lynam,NA,7,39,-0.2,0.414,0.059,0.471,NA,NA,6,0,NA,NA,19.6,25.2,NA,0,0,0,-0.011,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
16,Ron Horn,29,1,6,-0.9,0.347,0,1,NA,NA,7.8,0,NA,NA,25.8,24.9,NA,0,0,0,-0.09,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1968.html,DNR,1967-1968
1,Larry Jones,26,75,3042,23.5,0.543,0.061,0.466,NA,NA,7.4,12.9,NA,NA,10,26.8,NA,8.3,2.7,10.9,0.172,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
2,Lonnie Wright,24,69,2538,11.4,0.467,0.079,0.253,NA,NA,5.2,9.5,NA,NA,11.7,20.2,NA,0.3,1.8,2.1,0.041,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/DNR/1969.html,DNR,1968-1969
